разочаровала	разочаровать	VERB	nsubj	кухня	кухня	NOUN	_	_	_	_	8.096743489768414	9
обратят	обратить	VERB	obj	внимание	внимание	NOUN	_	_	_	_	8.096743489768414	9
минут	минута	VERB	nummod	2	2	NUM	_	_	_	_	8.096743489768414	9
сказывается	сказываться	VERB	nsubj	это	это	PRON	_	_	_	_	8.096743489768414	9
сказывается	сказываться	VERB	advmod	не	не	PART	_	_	_	_	8.096743489768414	9
подошел	подойти	VERB	obl	столику	столик	NOUN	case	к	к	ADP	8.096743489768414	9
нет	нет	VERB	nsubj	запаха	запах	NOUN	_	_	_	_	8.096743489768414	9
оказался	оказаться	VERB	nsubj	я	я	PRON	_	_	_	_	8.096743489768414	9
пишу	писать	VERB	obj	это	это	PRON	_	_	_	_	8.096743489768414	9
было	быть	VERB	nsubj	вино	вино	NOUN	_	_	_	_	8.096743489768414	9
вызывает	вызывать	VERB	obl	нареканий	нарекание	NOUN	_	_	_	_	8.096743489768414	9
вошли	войти	VERB	obl	ресторан	ресторан	NOUN	case	в	в	ADP	8.096743489768414	9
приду	прийти	VERB	mark	что	что	SCONJ	_	_	_	_	8.096743489768414	9
вернуться	вернуться	VERB	obl	место	место	NOUN	case	в	в	ADP	8.096743489768414	9
решать	решать	VERB	iobj	вам	вы	PRON	_	_	_	_	8.096743489768414	9
делает	делать	VERB	obl	сам	сам	ADJ	_	_	_	_	8.096743489768414	9
подкачал	подкачать	VERB	cc	а	а	CCONJ	_	_	_	_	8.096743489768414	9
